latitude,longitude,depth_km,zone
33.059999999999995,134.41000000000042,18.66,1
33.059999999999995,134.52000000000044,18.03,1
33.059999999999995,134.63000000000045,17.39,1
33.059999999999995,134.74000000000046,16.76,1
33.059999999999995,134.85000000000048,16.12,1
33.059999999999995,134.9600000000005,16.72,1
33.059999999999995,135.0700000000005,17.28,1
33.059999999999995,135.18000000000052,17.49,1
33.059999999999995,135.29000000000053,18.15,1
33.059999999999995,135.40000000000055,18.63,1
33.059999999999995,135.51000000000056,18.09,1
33.059999999999995,135.62000000000057,16.55,1
33.059999999999995,135.7300000000006,15.0,1
33.059999999999995,135.8400000000006,14.41,1
33.059999999999995,135.9500000000006,16.37,1
33.059999999999995,136.06000000000063,17.58,1
33.059999999999995,136.17000000000064,16.59,1
33.059999999999995,136.28000000000065,15.59,1
33.059999999999995,136.39000000000067,14.6,1
33.059999999999995,136.50000000000068,13.61,1
33.059999999999995,136.6100000000007,12.62,1
33.059999999999995,136.7200000000007,11.63,1
33.059999999999995,136.83000000000072,10.29,1
33.14999999999999,132.6500000000002,27.1,1
33.14999999999999,132.76000000000022,25.78,1
33.14999999999999,132.87000000000023,24.46,1
33.14999999999999,132.98000000000025,23.15,1
33.14999999999999,133.09000000000026,21.83,1
33.14999999999999,133.20000000000027,21.35,1
33.14999999999999,133.3100000000003,21.48,1
33.14999999999999,133.4200000000003,21.6,1
33.14999999999999,133.5300000000003,21.73,1
33.14999999999999,133.64000000000033,21.85,1
33.14999999999999,133.75000000000034,21.98,1
33.14999999999999,133.86000000000035,21.9,1
33.14999999999999,133.97000000000037,21.54,1
33.14999999999999,134.08000000000038,21.19,1
33.14999999999999,134.1900000000004,20.79,1
33.14999999999999,134.3000000000004,20.16,1
33.14999999999999,134.41000000000042,19.52,1
33.14999999999999,134.52000000000044,18.89,1
33.14999999999999,134.63000000000045,18.25,1
33.14999999999999,134.74000000000046,17.62,1
33.14999999999999,134.85000000000048,17.83,1
33.14999999999999,134.9600000000005,18.6,1
33.14999999999999,135.0700000000005,18.94,1
33.14999999999999,135.18000000000052,19.15,1
33.14999999999999,135.29000000000053,19.84,1
33.14999999999999,135.40000000000055,20.57,1
33.14999999999999,135.51000000000056,20.16,1
33.14999999999999,135.62000000000057,19.2,1
33.14999999999999,135.7300000000006,17.65,1
33.14999999999999,135.8400000000006,16.09,1
33.14999999999999,135.9500000000006,14.94,1
33.14999999999999,136.06000000000063,15.1,1
33.14999999999999,136.17000000000064,14.11,1
33.14999999999999,136.28000000000065,13.45,1
33.14999999999999,136.39000000000067,13.08,1
33.14999999999999,136.50000000000068,12.72,1
33.14999999999999,136.6100000000007,12.35,1
33.14999999999999,136.7200000000007,11.99,1
33.14999999999999,136.83000000000072,11.27,1
33.14999999999999,136.94000000000074,10.43,1
33.239999999999995,132.6500000000002,28.76,1
33.239999999999995,132.76000000000022,27.44,1
33.239999999999995,132.87000000000023,26.13,1
33.239999999999995,132.98000000000025,24.81,1
33.239999999999995,133.09000000000026,23.5,1
33.239999999999995,133.20000000000027,22.46,1
33.239999999999995,133.3100000000003,22.58,1
33.239999999999995,133.4200000000003,22.71,1
33.239999999999995,133.5300000000003,22.83,1
33.239999999999995,133.64000000000033,22.96,1
33.239999999999995,133.75000000000034,23.08,1
33.239999999999995,133.86000000000035,22.8,1
33.239999999999995,133.97000000000037,22.45,1
33.239999999999995,134.08000000000038,22.1,1
33.239999999999995,134.1900000000004,21.66,1
33.239999999999995,134.3000000000004,21.02,1
33.239999999999995,134.41000000000042,20.39,1
33.239999999999995,134.52000000000044,19.75,1
33.239999999999995,134.63000000000045,19.12,1
33.239999999999995,134.74000000000046,18.93,1
33.239999999999995,134.85000000000048,19.71,1
33.239999999999995,134.9600000000005,20.39,1
33.239999999999995,135.0700000000005,20.6,1
33.239999999999995,135.18000000000052,20.81,1
33.239999999999995,135.29000000000053,21.52,1
33.239999999999995,135.40000000000055,22.26,1
33.239999999999995,135.51000000000056,22.23,1
33.239999999999995,135.62000000000057,21.69,1
33.239999999999995,135.7300000000006,20.29,1
33.239999999999995,135.8400000000006,18.74,1
33.239999999999995,135.9500000000006,16.77,1
33.239999999999995,136.06000000000063,15.85,1
33.239999999999995,136.17000000000064,15.48,1
33.239999999999995,136.28000000000065,15.12,1
33.239999999999995,136.39000000000067,14.75,1
33.239999999999995,136.50000000000068,14.39,1
33.239999999999995,136.6100000000007,14.02,1
33.239999999999995,136.7200000000007,13.38,1
33.239999999999995,136.83000000000072,13.47,1
33.239999999999995,136.94000000000074,12.13,1
33.33,132.6500000000002,29.92,1
33.33,132.76000000000022,29.11,1
